업종,회사명,연도,계정,금액,경고
반도체/전자부품,삼성전기,2024,현금및현금성자산,2013326031516.0,
반도체/전자부품,삼성전기,2023,현금및현금성자산,1669189597138.0,
반도체/전자부품,삼성전기,2025,유동자산,7097622667422.0,
반도체/전자부품,삼성전기,2024,유동자산,5891746488305.0,
반도체/전자부품,삼성전기,2023,유동자산,5208418321146.0,
반도체/전자부품,삼성전기,2025,유동부채,3819497359666.0,
반도체/전자부품,삼성전기,2024,유동부채,3056860858021.0,
반도체/전자부품,삼성전기,2023,유동부채,2900459629423.0,
반도체/전자부품,삼성전기,2025,단기차입금,2003354614634.0,
반도체/전자부품,삼성전기,2024,단기차입금,1313774794793.0,
반도체/전자부품,삼성전기,2023,단기차입금,1067870754310.0,
반도체/전자부품,삼성전기,2025,유동성장기부채,0.0,
반도체/전자부품,삼성전기,2024,유동성장기부채,244127399380.0,
반도체/전자부품,삼성전기,2023,유동성장기부채,237120413218.0,
반도체/전자부품,삼성전기,2025,장기차입금,188444338601.0,
반도체/전자부품,삼성전기,2024,장기차입금,0.0,
반도체/전자부품,삼성전기,2023,장기차입금,216522309951.0,
반도체/전자부품,삼성전기,2025,부채총계,4798551372605.0,
반도체/전자부품,삼성전기,2024,부채총계,3776548889114.0,
반도체/전자부품,삼성전기,2023,부채총계,3627546626400.0,
반도체/전자부품,삼성전기,2025,자본총계,9797343882863.0,
반도체/전자부품,삼성전기,2024,자본총계,9015854031770.0,
반도체/전자부품,삼성전기,2023,자본총계,8030324975448.0,
반도체/전자부품,삼성전기,2025,자산총계,14595895255468.0,
반도체/전자부품,삼성전기,2024,자산총계,12792402920884.0,
반도체/전자부품,삼성전기,2023,자산총계,11657871601848.0,
반도체/전자부품,삼성전기,2025,영업이익,913331178557.0,
반도체/전자부품,삼성전기,2024,영업이익,735005856995.0,
반도체/전자부품,삼성전기,2023,영업이익,660544454780.0,
반도체/전자부품,삼성전기,2025,당기순이익,730989517218.0,
반도체/전자부품,삼성전기,2024,당기순이익,703215637082.0,
반도체/전자부품,삼성전기,2023,당기순이익,450482125173.0,
반도체/전자부품,삼성전기,2025,금융원가,76417737680.0,
반도체/전자부품,삼성전기,2024,금융원가,72690315725.0,
반도체/전자부품,삼성전기,2023,금융원가,67685474650.0,
반도체/전자부품,삼성전기,2025,유형자산,6221642021592.0,
반도체/전자부품,삼성전기,2024,유형자산,5933216998733.0,
반도체/전자부품,삼성전기,2023,유형자산,5603337560847.0,
반도체/전자부품,삼성전기,2025,사용권자산,119543508336.0,
반도체/전자부품,삼성전기,2024,사용권자산,115073555125.0,
반도체/전자부품,삼성전기,2023,사용권자산,107155092423.0,
반도체/전자부품,삼성전기,2025,무형자산,152388328978.0,
반도체/전자부품,삼성전기,2024,무형자산,145642951741.0,
반도체/전자부품,삼성전기,2023,무형자산,151368146277.0,
반도체/전자부품,삼성전기,2025,관계기업투자,62167547879.0,
반도체/전자부품,삼성전기,2024,관계기업투자,64797099713.0,
반도체/전자부품,삼성전기,2023,관계기업투자,66479378394.0,
반도체/전자부품,삼성전기,2025,이연법인세자산,32555062733.0,
반도체/전자부품,삼성전기,2024,이연법인세자산,49212517103.0,
반도체/전자부품,삼성전기,2023,이연법인세자산,126142356450.0,
반도체/전자부품,삼성전기,2025,유동충당부채,6040250631.0,
반도체/전자부품,삼성전기,2024,유동충당부채,3749485089.0,
반도체/전자부품,삼성전기,2023,유동충당부채,1184996790.0,
반도체/전자부품,삼성전기,2025,자본금,388003400000.0,
반도체/전자부품,삼성전기,2024,자본금,388003400000.0,
반도체/전자부품,삼성전기,2023,자본금,388003400000.0,
반도체/전자부품,삼성전기,2025,이익잉여금,2782232181588.0,
반도체/전자부품,삼성전기,2024,이익잉여금,2524929947839.0,
반도체/전자부품,삼성전기,2023,이익잉여금,2030411122731.0,
반도체/전자부품,삼성전기,2025,매출총이익,2277368294223.0,
반도체/전자부품,삼성전기,2024,매출총이익,1959222801014.0,
반도체/전자부품,삼성전기,2023,매출총이익,1719359973928.0,
반도체/전자부품,삼성전기,2025,판매비와관리비,1364037115666.0,
반도체/전자부품,삼성전기,2024,판매비와관리비,1224216944019.0,
반도체/전자부품,삼성전기,2023,판매비와관리비,1058815519148.0,
반도체/전자부품,삼성전기,2025,금융수익,72464555588.0,
반도체/전자부품,삼성전기,2024,금융수익,72006051126.0,
반도체/전자부품,삼성전기,2023,금융수익,52727909704.0,
반도체/전자부품,삼성전기,2025,법인세비용차감전순이익,895831372804.0,
반도체/전자부품,삼성전기,2024,법인세비용차감전순이익,797296046050.0,
반도체/전자부품,삼성전기,2023,법인세비용차감전순이익,563237556749.0,
반도체/전자부품,삼성전기,2025,법인세비용,163599365428.0,
반도체/전자부품,삼성전기,2024,법인세비용,132345904678.0,
반도체/전자부품,삼성전기,2023,법인세비용,85855396375.0,
반도체/전자부품,삼성전기,2025,유동리스부채,24700071387.0,
반도체/전자부품,삼성전기,2024,유동리스부채,22246262544.0,
반도체/전자부품,삼성전기,2023,유동리스부채,24904225632.0,
반도체/전자부품,삼성전기,2025,비유동리스부채,60691854670.0,
반도체/전자부품,삼성전기,2024,비유동리스부채,55859009358.0,
반도체/전자부품,삼성전기,2023,비유동리스부채,50095396736.0,
반도체/전자부품,삼성전기,2025,영업활동현금흐름,1490090883051.0,
반도체/전자부품,삼성전기,2024,영업활동현금흐름,1429819006720.0,
반도체/전자부품,삼성전기,2023,영업활동현금흐름,1180360115518.0,
반도체/전자부품,삼성전기,2025,투자활동현금흐름,-1222877649854.0,
반도체/전자부품,삼성전기,2024,투자활동현금흐름,-805868041786.0,
반도체/전자부품,삼성전기,2023,투자활동현금흐름,-1022849383931.0,
반도체/전자부품,삼성전기,2025,재무활동현금흐름,418050054448.0,
반도체/전자부품,삼성전기,2024,재무활동현금흐름,-309121537159.0,
반도체/전자부품,삼성전기,2023,재무활동현금흐름,-173130441885.0,
반도체/전자부품,삼성전기,2025,유형자산취득액,1192112995578.0,
반도체/전자부품,삼성전기,2024,유형자산취득액,775986403809.0,
반도체/전자부품,삼성전기,2023,유형자산취득액,1209777658919.0,
반도체/전자부품,삼성전기,2025,무형자산취득액,54210548833.0,
반도체/전자부품,삼성전기,2024,무형자산취득액,50654755607.0,
반도체/전자부품,삼성전기,2023,무형자산취득액,47074391786.0,
반도체/전자부품,삼성전기,2025,유형자산처분액,1472711845.0,
반도체/전자부품,삼성전기,2024,유형자산처분액,4042672900.0,
반도체/전자부품,삼성전기,2023,유형자산처분액,5369646024.0,
반도체/전자부품,삼성전기,2025,무형자산처분액,24582389.0,
반도체/전자부품,삼성전기,2024,무형자산처분액,0.0,
반도체/전자부품,삼성전기,2023,무형자산처분액,21905259.0,
반도체/전자부품,삼성전기,2025,배당금지급액,137716643092.0,
반도체/전자부품,삼성전기,2024,배당금지급액,88584145458.0,
반도체/전자부품,삼성전기,2023,배당금지급액,160342144796.0,
반도체/전자부품,삼성전기,2025,법인세납부액,115717132129.0,
반도체/전자부품,삼성전기,2024,법인세납부액,81745996616.0,
반도체/전자부품,삼성전기,2023,법인세납부액,186248712534.0,
반도체/전자부품,삼성전기,2025,이자지급액,84925214835.0,
반도체/전자부품,삼성전기,2024,이자지급액,97424136340.0,
반도체/전자부품,삼성전기,2023,이자지급액,89393958971.0,
반도체/전자부품,삼성전기,2025,리스부채상환액,21059307189.0,
반도체/전자부품,삼성전기,2024,리스부채상환액,26309698653.0,
반도체/전자부품,삼성전기,2023,리스부채상환액,25573574034.0,
반도체/전자부품,삼성전기,2025,단기차입금유입액,3597794142655.0,
반도체/전자부품,삼성전기,2024,단기차입금유입액,3228530987463.0,
반도체/전자부품,삼성전기,2023,단기차입금유입액,1961689648394.0,
반도체/전자부품,삼성전기,2025,장기차입금유입액,58788376165.0,
반도체/전자부품,삼성전기,2024,장기차입금유입액,7854445302.0,
반도체/전자부품,삼성전기,2023,장기차입금유입액,117509400000.0,
반도체/전자부품,삼성전기,2025,단기차입금상환액,2884978825313.0,
반도체/전자부품,삼성전기,2024,단기차입금상환액,3076139286441.0,
반도체/전자부품,삼성전기,2023,단기차입금상환액,1694817325050.0,
반도체/전자부품,삼성전기,2025,장기차입금상환액,109860543943.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
반도체/전자부품,삼성전기,2024,장기차입금상환액,257056813032.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
반도체/전자부품,삼성전기,2023,장기차입금상환액,282200897428.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
반도체/전자부품,삼성전기,2025,매출채권,1855270443262.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
반도체/전자부품,삼성전기,2024,매출채권,1484142850415.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
반도체/전자부품,삼성전기,2023,매출채권,1235009440897.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
반도체/전자부품,삼성전기,2025,매입채무,1412015464234.0,"본 계정은 재무상태표상 매입채무및기타채무로 통합 표시되어 있으므로, 매입채무 관련 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채무 비중이 유의적인 경우 매입채무 관련 분석 결과가 왜곡될 수 있습니다."
반도체/전자부품,삼성전기,2024,매입채무,1156563946583.0,"본 계정은 재무상태표상 매입채무및기타채무로 통합 표시되어 있으므로, 매입채무 관련 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채무 비중이 유의적인 경우 매입채무 관련 분석 결과가 왜곡될 수 있습니다."
반도체/전자부품,삼성전기,2023,매입채무,1283198829232.0,"본 계정은 재무상태표상 매입채무및기타채무로 통합 표시되어 있으므로, 매입채무 관련 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채무 비중이 유의적인 경우 매입채무 관련 분석 결과가 왜곡될 수 있습니다."
반도체/전자부품,LG이노텍,2025,매출액,21896603000000.0,
반도체/전자부품,LG이노텍,2024,매출액,21200755000000.0,
반도체/전자부품,LG이노텍,2023,매출액,20605290000000.0,
반도체/전자부품,LG이노텍,2025,매출원가,20147018000000.0,
반도체/전자부품,LG이노텍,2024,매출원가,19457084000000.0,
반도체/전자부품,LG이노텍,2023,매출원가,18741974000000.0,
반도체/전자부품,LG이노텍,2025,재고자산,1788772000000.0,
반도체/전자부품,LG이노텍,2024,재고자산,1575241000000.0,
반도체/전자부품,LG이노텍,2023,재고자산,1572002000000.0,
반도체/전자부품,LG이노텍,2025,현금및현금성자산,1406403000000.0,
반도체/전자부품,LG이노텍,2024,현금및현금성자산,1329386000000.0,
반도체/전자부품,LG이노텍,2023,현금및현금성자산,1389646000000.0,
반도체/전자부품,LG이노텍,2025,유동자산,6778361000000.0,
반도체/전자부품,LG이노텍,2024,유동자산,5853122000000.0,
반도체/전자부품,LG이노텍,2023,유동자산,5349008000000.0,
반도체/전자부품,LG이노텍,2025,유동부채,4507244000000.0,
반도체/전자부품,LG이노텍,2024,유동부채,3954860000000.0,
반도체/전자부품,LG이노텍,2023,유동부채,4219145000000.0,
반도체/전자부품,LG이노텍,2025,장기차입금,1540157000000.0,
반도체/전자부품,LG이노텍,2024,장기차입금,1967615000000.0,
반도체/전자부품,LG이노텍,2023,장기차입금,2189066000000.0,
반도체/전자부품,LG이노텍,2025,부채총계,6167829000000.0,
반도체/전자부품,LG이노텍,2024,부채총계,6024346000000.0,
반도체/전자부품,LG이노텍,2023,부채총계,6489731000000.0,
반도체/전자부품,LG이노텍,2025,자본총계,5763054000000.0,
